ts_utc,ts_ms,open_interest,contract_volume,long_short,taker_buy,taker_sell,funding_okx,funding_deribit
2026-07-31T21:20:00+00:00,1785532800000,2573799808.1536,7290040.8744,2.08,2375390.2681,4914650.6064,8.1061655753e-05,9.090649108392289e-06
2026-07-31T21:25:00+00:00,1785533100000,2573661340.8699,2232638.6205,2.09,373570.6214,1859067.9991,8.28141090886e-05,7.88202747132046e-06
2026-07-31T21:30:00+00:00,1785533400000,2573678773.0959,4154218.7146,2.09,2532361.0202,1620799.4087,8.34229817362e-05,7.79192098482911e-06
2026-07-31T21:35:00+00:00,1785533700000,2573548369.5115,2526086.7181,2.09,1354918.6003,1171168.1179,8.30765920096e-05,7.501329504555204e-06
2026-07-31T21:40:00+00:00,1785534000000,2575715811.3831,9933538.451,2.09,8677101.6229,1256436.8281,8.17041951809e-05,7.0959565981949665e-06
2026-07-31T21:45:00+00:00,1785534300000,2575970735.7837,8262819.3224,2.09,5320646.6887,2942172.6337,8.13831854773e-05,6.561784698781233e-06
2026-07-31T21:50:00+00:00,1785534600000,2576034847.8216,6632848.1425,2.09,2309653.8674,4323194.2751,7.92363077961e-05,6.190569512520709e-06
2026-07-31T21:55:00+00:00,1785534900000,2576595782.0689,7636941.7158,2.09,4232392.9903,3404548.7255,7.72247910256e-05,5.507521819539915e-06
2026-07-31T22:00:00+00:00,1785535200000,2575584324.3531,6062190.8494,2.09,2488151.7703,3574039.0791,7.72993649571e-05,4.936215558423463e-06
2026-07-31T22:05:00+00:00,1785535500000,2573974478.8807,11933554.6568,2.09,6132092.3652,5801462.2916,7.6662792941e-05,4.3022303544383775e-06
2026-07-31T22:10:00+00:00,1785535800000,2573345106.974,6949852.2525,2.08,3740658.5835,3209193.669,7.52396338637e-05,3.901557372811296e-06
2026-07-31T22:15:00+00:00,1785536100000,2574261914.3377,5061355.5335,2.08,2856541.1744,2185294.3721,7.345785811e-05,3.341731842653606e-06
2026-07-31T22:20:00+00:00,1785536400000,2573548336.5318,2206593.7178,2.09,1575272.0339,631321.6839,7.16273013396e-05,2.7755377440219526e-06
2026-07-31T22:25:00+00:00,1785536700000,2574107975.2718,5020565.6975,2.08,1077222.9918,3943342.7057,7.02788570349e-05,2.173646110310108e-06
2026-07-31T22:30:00+00:00,1785537000000,2574254428.4874,5913497.5661,2.08,3994732.7059,1918764.8603,6.9088063348e-05,1.8350366676104733e-06
2026-07-31T22:35:00+00:00,1785537300000,2574227334.7986,3800190.0343,2.08,3041135.5396,759054.4947,6.81334048769e-05,1.4096912796163484e-06
2026-07-31T22:40:00+00:00,1785537600000,2573472808.6018,5466214.275,2.08,3902143.8504,1564070.4246,6.75459968416e-05,9.770149498954466e-07
2026-07-31T22:45:00+00:00,1785537900000,2573279219.7412,2173898.1378,2.08,1603830.8369,570067.3009,6.74649045162e-05,4.826360783982017e-07
2026-07-31T22:50:00+00:00,1785538200000,2574371549.3578,4218348.279,2.08,3659330.7423,559017.5367,6.66967260577e-05,2.999087880036174e-07
2026-07-31T22:55:00+00:00,1785538500000,2572957313.8798,9033545.1381,2.09,5307382.3038,3726162.8343,6.57097669017e-05,2.667013410579452e-07
2026-07-31T23:00:00+00:00,1785538800000,2573074854.944,3454397.1843,2.08,1788750.4018,1665646.7825,6.46988296272e-05,2.667003657669351e-07
2026-07-31T23:05:00+00:00,1785539100000,2572381403.8912,3534053.1316,2.08,2235231.7289,1007630.5637,6.42333084378e-05,2.4664085555229377e-07
2026-07-31T23:10:00+00:00,1785539400000,2573015252.2727,3242862.2926,2.08,1239123.269,668392.82,6.3907619419e-05,1.4937965799504063e-07
2026-07-31T23:15:00+00:00,1785539700000,2572679233.5369,1907516.089,2.08,5391689.1577,1732511.6065,6.29892175069e-05,2.525815063536806e-07
2026-07-31T23:20:00+00:00,1785540000000,2570975637.4615,7124200.7641,2.08,5391689.1577,1732511.6065,6.17679092212e-05,4.1844745176500274e-07
2026-07-31T23:25:00+00:00,1785540300000,2570395221.707,8120647.7877,2.08,6875078.6339,1245569.1538,5.98800674113e-05,4.183456295477606e-07
2026-07-31T23:30:00+00:00,1785540600000,2569925248.6664,3377139.6611,2.09,2279421.8299,1097717.8312,5.84658755762e-05,4.089863297726494e-07
2026-07-31T23:35:00+00:00,1785540900000,2569554126.1556,1768716.1365,2.09,1674201.0197,1333937.0292,5.6878197612e-05,4.087308067738184e-07
2026-07-31T23:40:00+00:00,1785541200000,2569040768.7078,3008138.0489,2.09,1674201.0197,1333937.0292,5.51810387699e-05,4.086895409792461e-07
2026-07-31T23:45:00+00:00,1785541500000,2568691310.6664,2803088.6995,2.08,1794149.2562,1008939.4434,5.43140033886e-05,4.079851958970373e-07
2026-07-31T23:50:00+00:00,1785541800000,2567512546.5682,6972867.5259,2.08,8361837.6619,2694806.4376,5.39473665451e-05,4.228445117126357e-07
2026-07-31T23:55:00+00:00,1785542100000,2564512058.7458,11056644.0996,2.08,8361837.6619,2694806.4376,5.36926999982e-05,5.056774616989335e-07
2026-08-01T00:00:00+00:00,1785542400000,2564512058.7458,5110543.5084,2.08,6697943.1529,3376494.2682,5.34623644251e-05,5.398781418638079e-07
2026-08-01T00:05:00+00:00,1785542700000,2562189144.5884,10074437.421,2.07,1872676.4508,1307363.5059,5.27702982551e-05,5.17687481237507e-07
2026-08-01T00:10:00+00:00,1785543000000,2562453324.8602,3180039.9567,2.07,1872676.4508,1307363.5059,5.27533807379e-05,5.883347998103573e-07
2026-08-01T00:15:00+00:00,1785543300000,2562070893.6923,6516190.3351,2.07,3442706.1151,3073484.22,5.23680040169e-05,6.093655584695637e-07
2026-08-01T00:20:00+00:00,1785543600000,2561738413.3061,4835589.8435,2.07,1224164.5593,3611425.2842,5.28067314698e-05,3.662237204150259e-07
2026-08-01T00:25:00+00:00,1785543900000,2565235535.5123,8535964.6773,2.07,3970620.8556,3107551.6841,5.39087390064e-05,4.678139345303746e-07
2026-08-01T00:30:00+00:00,1785544200000,2566547757.1036,7078172.5398,2.07,3970620.8556,3107551.6841,5.46290669936e-05,5.148982992294891e-07
2026-08-01T00:35:00+00:00,1785544500000,2567920117.656,9245059.2234,2.08,1035838.3809,2964769.8764,5.44422316654e-05,5.718096841495605e-07
2026-08-01T00:40:00+00:00,1785544800000,2567769645.665,4000715.2868,2.08,1051026.724,1749897.4606,5.50389965273e-05,5.715576932560741e-07
2026-08-01T00:45:00+00:00,1785545100000,2568235801.152,2800924.1846,2.08,2835664.9061,22148120.1317,5.53350241941e-05,6.444383088391344e-07
2026-08-01T00:50:00+00:00,1785545400000,2566771133.4476,24983785.0377,2.08,2256876.0176,724562.88,5.57432394097e-05,6.29306516103491e-07
2026-08-01T00:55:00+00:00,1785545700000,2566352310.6811,2981438.8976,2.08,1714919.119,1051362.9739,5.61061542604e-05,5.617768803072822e-07
2026-08-01T01:00:00+00:00,1785546000000,2566168020.487,2766282.093,2.08,1682110.3585,1673876.0374,5.63193718496e-05,5.283906810941907e-07
2026-08-01T01:05:00+00:00,1785546300000,2567313937.255,3355986.3959,2.07,1832643.5054,1988909.2203,5.69441168562e-05,5.283380047430779e-07
2026-08-01T01:10:00+00:00,1785546600000,2567713559.89,3821552.7256,2.08,528893.235,1859118.0815,5.85872976228e-05,4.454585575875526e-07
